CID;Meno/Priezvisko;Priezvisko;Tituly;pohlavie;Datum narodenia;Adresa;Danovy domicil;Stĺpec2;Stĺpec3
30000332;Nasser;Veitel;;muž;19.12.1930;Baiern ,Bayern, 85625;DE;1;DE
30001398;Kumar;VĂ¶lkmer;;žena;11.1.1931;Haan ,Nordrhein-Westfalen, 42781;SK;0;SK
30008273;Belma;BrokmĂ¶ller;;žena;2.2.1931;Wiesbaden ,Hessen, 65201;SK;0;SK
30006339;Kimbaly;Dennemoser;;žena;5.2.1931;SchĂ¶nerlinde ,Brandenburg, 16352;AT;2;AT
30001579;Nilaja;Steffensen;;žena;8.2.1931;Ingersleben ,ThĂĽringen, 99192;SK;0;SK
30001054;Murat-Han;Freytag;;muž;20.2.1931;Hammelspring ,Brandenburg, 17268;DE;1;DE
30009389;Dominika;Stiene;;muž;29.3.1931;Schiesheim ,Rheinland-Pfalz, 65623;AT;2;AT
30009302;Meliha;Arpaci;;žena;24.4.1931;Barntrup ,Nordrhein-Westfalen, 32683;AT;2;AT
30006363;Annaliese;Sattelmacher;;žena;1.5.1931;Mudershausen ,Rheinland-Pfalz, 65623;SK;0;SK
30000540;Kazimir;Fiebrantz;;muž;22.5.1931;Erzhausen ,Hessen, 64390;SK;0;SK
30009228;Vahide;Sickbert;;žena;2.7.1931;GlashĂĽtte ,Mecklenburg-Vorpommern, 17321;AT;2;AT
30006396;Cassius;Klaassens;;muž;10.7.1931;Hof ,Bayern, 95028;SK;0;SK
30007971;Osman;Hermesmann;;muž;20.9.1931;Warngau ,Bayern, 83627;DE;1;DE
30005404;Eriola;Christukat;;žena;24.9.1931;Gattendorf ,Bayern, 95185;SK;0;SK
30006546;Darwin;Laiendecker;;muž;5.10.1931;EggstĂ¤tt ,Bayern, 83125;DE;1;DE
30001921;Tra;Eppink;;žena;13.10.1931;Blaubeuren ,Baden-WĂĽrttemberg, 89143;SK;0;SK
30007284;Gero;Stockinger;;muž;3.11.1931;MĂ¶llenhagen ,Mecklenburg-Vorpommern, 17219;DE;1;DE
30001111;Ivania;Haeger;;žena;13.12.1931;HĂĽlsede Schmarrie ,Niedersachsen, 31867;SK;0;SK
30003676;Ambre;Listemann;;žena;17.12.1931;Rattenkirchen ,Bayern, 84431;DE;1;DE
30007441;Goumonhan;Urbanova;;muž;24.12.1931;Ulzigerode ,Sachsen-Anhalt, 6543;DE;1;DE
30001136;Thilda;Dietzsch;;žena;28.12.1931;Holleben ,Sachsen-Anhalt, 6179;SK;0;SK
30009047;Santana;Bartholdi;;žena;15.1.1932;LĂĽhmannsdorf ,Mecklenburg-Vorpommern, 17495;SK;0;SK
30009886;Arasan;Naussedat;;muž;5.2.1932;HĂ¶vede ,Schleswig-Holstein, 25782;DE;1;DE
30008048;Enzo;Burgemeester;;muž;9.2.1932;Ochtmersleben ,Sachsen-Anhalt, 39167;SK;0;SK
30000329;Iohanna;Hanning;;žena;26.2.1932;Glienick ,Brandenburg, 15806;DE;1;DE
30000753;Yunis;Roettgerding;;muž;10.3.1932;Pfungstadt ,Hessen, 64319;DE;1;DE
30002150;Renate;Beurlen;;žena;7.4.1932;Wadern ,Saarland, 66687;AT;2;AT
30007062;Elis;Spatz;;muž;28.4.1932;UelvesbĂĽll ,Schleswig-Holstein, 25889;AT;2;AT
30006086;Kaya;Kortzhals;;muž;29.4.1932;KĂ¶nigsbrĂĽck ,Sachsen, 1936;DE;1;DE
30003199;Ilay-Can;Binzer;;muž;17.5.1932;Hannover ,Niedersachsen, 30161;DE;1;DE
30004783;Marlene;Behrens;;žena;29.5.1932;Wusterhusen ,Mecklenburg-Vorpommern, 17509;DE;1;DE
30006278;Loujain;Stadelmeier;;žena;31.5.1932;GroĂźseifen ,Rheinland-Pfalz, 56472;AT;2;AT
30001901;Channelka;PfannmĂĽller;;žena;1.7.1932;Malterdingen ,Baden-WĂĽrttemberg, 79364;SK;0;SK
30003192;Ĺženiz;Glowala;;žena;23.7.1932;ThĂĽr ,Rheinland-Pfalz, 56743;DE;1;DE
30004646;Adenike;Listl;;žena;2.8.1932;Helvesiek ,Niedersachsen, 27389;SK;0;SK
30007379;Giusy;Ewering;;žena;4.8.1932;Seifhennersdorf ,Sachsen, 2782;DE;1;DE
30004871;Miran;Ă–zgĂĽler;;muž;17.8.1932;Willingen (Upland) ,Hessen, 34508;SK;0;SK
30003512;Cailen;Sieverts;;muž;17.8.1932;Pahlen ,Schleswig-Holstein, 25794;SK;0;SK
30000899;Iven-Thor;Huecke;;muž;1.9.1932;MĂĽnsingen ,Baden-WĂĽrttemberg, 72525;SK;0;SK
30008665;Amelius;Friedricher;;muž;16.9.1932;Leuterod ,Rheinland-Pfalz, 56244;DE;1;DE
30003278;Egor;Tkac;;muž;27.10.1932;Schkopau ,Sachsen-Anhalt, 6179;AT;2;AT
30003513;Oscar-Ă‰mile;Borggraeve;;muž;7.11.1932;Walsdorf ,Rheinland-Pfalz, 54578;SK;0;SK
30003675;April;von Arnhold;;žena;13.11.1932;Eschbronn ,Baden-WĂĽrttemberg, 78664;AT;2;AT
30007890;Maja-Sohie;Adomeit;;žena;3.12.1932;Dietenhofen ,Bayern, 90599;AT;2;AT
30001100;Mathieu;Gmeinwieser;;muž;24.12.1932;Bubach ,Rheinland-Pfalz, 56288;DE;1;DE
30000784;Hud;Oertell;;muž;20.6.1933;GroĂźschirma ,Sachsen, 9603;AT;2;AT
30003795;Lynnea;Teis;;žena;24.6.1933;Apelern Soldorf ,Niedersachsen, 31552;SK;0;SK
30004919;Conan;Arnoldy;;muž;18.7.1933;Moorenbrunn ,Bayern, 90457;SK;0;SK
30001839;SjĂłr;Schmeltzle;;muž;31.8.1933;Borstorf ,Schleswig-Holstein, 23881;DE;1;DE
30002774;MÄdÄlin;Petrzak;;muž;4.9.1933;Steyerberg ,Niedersachsen, 31595;DE;1;DE
30008546;Attilio;Sudholz;;muž;29.9.1933;Friolzheim ,Baden-WĂĽrttemberg, 71292;SK;0;SK
30009029;Stefaniya;Schnekloth;;žena;11.10.1933;Monzelfeld ,Rheinland-Pfalz, 54472;AT;2;AT
30001580;Calla-Tosca;Heydebruch;;žena;19.10.1933;Zorbau ,Sachsen-Anhalt, 6679;DE;1;DE
30009908;Alja;Obermoser;;žena;29.10.1933;HĂ¶chstĂ¤dt an der Donau ,Bayern, 89420;SK;0;SK
30000840;Nouri;Engelbart;;muž;6.11.1933;Frankfurt am Main ,Hessen, 60329;AT;2;AT
30009083;Brajan;GloggengieĂźer;;muž;10.11.1933;BĂ¶hlendorf ,Mecklenburg-Vorpommern, 18334;AT;2;AT
30008098;AnÄ‘elija;Funcke;;žena;4.12.1933;GĂ¶llingen ,ThĂĽringen, 99707;SK;0;SK
30009629;Gerald;CĂ¶ster;;muž;15.1.1934;Weilrod ,Hessen, 61276;DE;1;DE
30009890;Aala;Weisbrot;;žena;21.1.1934;Willerstedt ,ThĂĽringen, 99510;SK;0;SK
30006973;RomanoviÄŤ;Litwinczuk;;muž;3.2.1934;Pampow ,Mecklenburg-Vorpommern, 17322;DE;1;DE
30009647;Karlie;Candas;;žena;28.2.1934;StraĂźkirchen ,Bayern, 94342;DE;1;DE
30009684;Lia-Charlotte;Antonius;;žena;23.3.1934;Xanten ,Nordrhein-Westfalen, 46509;DE;1;DE
30008279;Kausar;Abels;;žena;25.3.1934;Kreischa ,Sachsen, 1731;AT;2;AT
30000280;Jarno;Meinelschmidt;;muž;30.3.1934;Megesheim ,Bayern, 86750;DE;1;DE
30003074;Mirvan;Kleisser;;muž;6.4.1934;NiederbĂ¶sa ,ThĂĽringen, 99718;AT;2;AT
30008854;Amoako;Caylak;;muž;5.7.1934;Buckautal ,Brandenburg, 14793;DE;1;DE
30007358;Sheba;Leinveber;;žena;24.7.1934;Kemmern ,Bayern, 96164;AT;2;AT
30005836;Bennet-Mario;Backhus;;muž;19.8.1934;Memleben ,Sachsen-Anhalt, 6642;SK;0;SK
30002980;Luna-May;Glaesner;;žena;22.8.1934;Rosian ,Sachsen-Anhalt, 39279;AT;2;AT
30001822;Ferhat;Jesaitis;;muž;29.8.1934;Bornhagen ,ThĂĽringen, 37318;AT;2;AT
30006624;Anaa;Siebmacher;;žena;9.9.1934;Cunewalde ,Sachsen, 2733;SK;0;SK
30001430;Edison;Uschkarath;;muž;11.9.1934;Altheim (Alb) ,Baden-WĂĽrttemberg, 89174;DE;1;DE
30000619;Jadon;Langmeier;;muž;12.9.1934;Fitzbek ,Schleswig-Holstein, 25579;DE;1;DE
30005457;Matze;StĂĽmpke;;muž;3.11.1934;Gosen ,Berlin, 15537;SK;0;SK
30002864;Soleymaan;Ondrusek;;muž;23.11.1934;Wingst ,Niedersachsen, 21789;DE;1;DE
30006424;Arati;Vaclavik;;žena;12.12.1934;PicklieĂźem ,Rheinland-Pfalz, 54647;SK;0;SK
30000315;Wassily;Ostrawski;;muž;16.1.1935;Hilscheid ,Rheinland-Pfalz, 54426;AT;2;AT
30003404;GeneviĂ¨ve;Arntz;;žena;24.1.1935;Zell ,Rheinland-Pfalz, 56856;SK;0;SK
30005023;Serhat;Windischmann;;muž;13.3.1935;Beuren ,Baden-WĂĽrttemberg, 72660;DE;1;DE
30006102;Yanick;Frohnmayer;;muž;16.3.1935;Uelsby ,Schleswig-Holstein, 24860;AT;2;AT
30003388;Doaa;Vahrenbrink;;žena;25.3.1935;Erfurt ,ThĂĽringen, 99085;AT;2;AT
30009404;Linnart;Ahlfs;;muž;26.3.1935;Berlin ,Berlin, 12555;DE;1;DE
30002509;AslÄ±m;Dauksch;;žena;15.4.1935;Bippen ,Niedersachsen, 49626;AT;2;AT
30002988;Marlon-Franz;Roseboom;;muž;1.6.1935;Wurzbach ,ThĂĽringen, 7343;DE;1;DE
30000357;Mirzet;Hensgens;;muž;8.6.1935;Chemnitz ,Sachsen, 9130;AT;2;AT
30002041;Lyativ;Teifl;;muž;13.6.1935;Udenheim ,Rheinland-Pfalz, 55288;DE;1;DE
30001448;EylĂĽl;Dietzgen;;žena;28.6.1935;Neuhaus an der Oste ,Niedersachsen, 21785;DE;1;DE
30004613;Hayle;Vasylyev;;žena;3.7.1935;Bobitz ,Mecklenburg-Vorpommern, 23996;AT;2;AT
30005633;AurĂ©lien;ClaĂźes;;muž;19.7.1935;Einhausen ,Hessen, 64683;SK;0;SK
30004122;Clementine;WĂ¤ltermann;;žena;3.8.1935;Mertingen ,Bayern, 86690;DE;1;DE
30006621;Anh-Amelie;Karakurt;;žena;10.8.1935;Kaulsdorf ,ThĂĽringen, 7338;AT;2;AT
30007166;Ă–mer-Talha;Heinzlmann;;muž;11.8.1935;Kettershausen ,Bayern, 86498;DE;1;DE
30002676;Salwan;Weinholz;;žena;28.8.1935;Ziegenhain ,Rheinland-Pfalz, 57632;DE;1;DE
30000214;Keiara;Meyenschein;;žena;11.9.1935;Saalfeld/Saale ,ThĂĽringen, 7318;SK;0;SK
30000131;Talya;GlĂ¶ckner;;žena;16.9.1935;Neustadt an der WeinstraĂźe ,Rheinland-Pfalz, 67433;DE;1;DE
30006491;Amna;Sedlag;;žena;29.10.1935;Salzgitter DrĂĽtte ,Niedersachsen, 38239;AT;2;AT
30001243;Erkan;Buckmeyer;;muž;10.11.1935;Lappersdorf ,Bayern, 93138;SK;0;SK
30004581;Ortrud;DroegmĂ¶ller;;žena;11.11.1935;HochstĂ¤tten ,Rheinland-Pfalz, 55585;AT;2;AT
30006678;Anneliese;Kuenen;;žena;27.1.1936;Hagelberg ,Brandenburg, 14806;SK;0;SK
30002090;Ceyda-Kamile;ThĂ¶nert;;žena;6.3.1936;Celle ,Niedersachsen, 29223;SK;0;SK
30009299;Wenzira;Sickor;;žena;20.4.1936;Schuttertal ,Baden-WĂĽrttemberg, 77978;SK;0;SK
30002069;Raema;Wittekindt;;žena;21.4.1936;RheinmĂĽnster ,Baden-WĂĽrttemberg, 77836;DE;1;DE
30008452;Nela;Clahses;;žena;29.4.1936;Mellen ,Brandenburg, 19309;AT;2;AT
30008568;David-Luis;Kowala;;muž;8.5.1936;Griesheim ,Hessen, 64347;SK;0;SK
30004367;Juna-Antonia;Odenkirchen;;žena;12.5.1936;Siek ,Schleswig-Holstein, 22962;SK;0;SK
30003935;Bertil;Saidl;;muž;16.5.1936;Kreuth ,Bayern, 83708;SK;0;SK
30006766;Faina;Schikorski;;žena;23.5.1936;Kroppenstedt ,Sachsen-Anhalt, 39397;SK;0;SK
30007426;Reham;Cilingir;;žena;5.6.1936;Diedorf ,ThĂĽringen, 36452;DE;1;DE
30009531;Alysa;Netz;;žena;12.6.1936;Langhagen ,Mecklenburg-Vorpommern, 18279;DE;1;DE
30002310;Lejana;Kohlhofer;;žena;14.6.1936;Wiesmoor Wiesmoor ,Niedersachsen, 26639;SK;0;SK
30004091;Abeni;Lampert;;žena;15.6.1936;Gebsattel ,Bayern, 91607;AT;2;AT
30006382;Chenglin;Bertschi;;muž;24.6.1936;Badow ,Mecklenburg-Vorpommern, 19209;SK;0;SK
30005572;Rina;SchĂ¶nhense;;žena;2.7.1936;Teisendorf ,Bayern, 83317;AT;2;AT
30006054;Emily-Paula;Matzkowski;;žena;17.7.1936;SchĂ¶mberg ,Baden-WĂĽrttemberg, 72355;DE;1;DE
30001459;Riana-Michelle;Buchwieser;;žena;25.7.1936;Mammelzen ,Rheinland-Pfalz, 57636;DE;1;DE
30006471;Sid;von Arnold;;muž;2.8.1936;Gelchsheim ,Bayern, 97255;SK;0;SK
30008307;Mansoor;Rutkovskij;;muž;24.8.1936;Hamburg EiĂźendorf ,Hamburg, 21073;AT;2;AT
30000843;Kailun;Grote;;muž;27.8.1936;Braunschweig ,Niedersachsen, 38023;DE;1;DE
30004228;Lesley;Burchhardt;;muž;1.9.1936;Hamburg Othmarschen ,Hamburg, 22605;AT;2;AT
30007109;Antonia-Josephine;Grodrian;;žena;15.9.1936;Behrensdorf ,Schleswig-Holstein, 24321;AT;2;AT
30002280;Gerard;BĂ¶ff;;muž;22.9.1936;Oeversee ,Schleswig-Holstein, 24988;SK;0;SK
30000337;Arek;Kampeter;;muž;14.10.1936;HaĂźmersheim ,Baden-WĂĽrttemberg, 74855;SK;0;SK
30002263;Charlie;Mikolajczyk;;žena;16.10.1936;Berlin ,Berlin, 13355;DE;1;DE
30001881;Basile;Hellmert;;muž;14.11.1936;Gandenitz ,Brandenburg, 17268;SK;0;SK
30000643;Laine;Wencel;;muž;14.11.1936;LemfĂ¶rde ,Niedersachsen, 49448;AT;2;AT
30000522;Tamira;Petak;;žena;26.12.1936;Hamburg Ohlsdorf ,Hamburg, 22337;AT;2;AT
30008742;Asmahan;Beerensmeyer;;žena;12.1.1937;Weisenheim am Berg ,Rheinland-Pfalz, 67273;SK;0;SK
30000510;Sunay;von Brandis;;muž;17.1.1937;KĂĽstriner Vorland Manschnow ,Brandenburg, 15328;AT;2;AT
30001498;Rivo;Reinck;;muž;20.1.1937;Lembruch ,Niedersachsen, 49459;AT;2;AT
30002306;Miran;Frieseke;;muž;25.1.1937;LĂ¶tzbeuren ,Rheinland-Pfalz, 56843;DE;1;DE
30002044;Aletta;Langehans;;žena;25.1.1937;Kradenbach ,Rheinland-Pfalz, 54552;AT;2;AT
30006084;Tilli;Schwerdtfeger;;žena;25.2.1937;Langenleuba-Niederhain ,ThĂĽringen, 4618;DE;1;DE
30005064;Median;Snijder;;muž;17.3.1937;SchĂ¶mberg ,Baden-WĂĽrttemberg, 75328;AT;2;AT
30000006;Fusuke;Glassel;;muž;26.3.1937;Lemberg ,Rheinland-Pfalz, 66969;SK;0;SK
30004301;OphĂ©lie;Wuithschick;;žena;3.4.1937;Adelzhausen ,Bayern, 86559;SK;0;SK
30005554;Anais-Maria;Toensing;;žena;23.4.1937;Mainz ,Rheinland-Pfalz, 55116;DE;1;DE
30001916;Sinan;Pachmayr;;žena;26.4.1937;Weidenhahn ,Rheinland-Pfalz, 56244;AT;2;AT
30005605;Anali;Zuern;;žena;27.4.1937;Rathskirchen ,Rheinland-Pfalz, 67744;SK;0;SK
30006867;Elisa-Sophie;Maennle;;žena;5.5.1937;Schieder-Schwalenberg ,Nordrhein-Westfalen, 32816;AT;2;AT
30006295;Joko;Burghoff;;muž;13.5.1937;Kapellen-Drusweiler ,Rheinland-Pfalz, 76889;AT;2;AT
30009587;Abby;Rothanns;;žena;20.5.1937;MĂĽnk ,Rheinland-Pfalz, 56729;DE;1;DE
30003715;Ryan-Julien;Feldle;;muž;24.5.1937;Tamm ,Baden-WĂĽrttemberg, 71732;AT;2;AT
30003232;Louie;Werning;;muž;27.5.1937;Bad DĂĽben ,Sachsen, 4849;DE;1;DE
30004058;Trausti;UtermĂ¶le;;muž;19.6.1937;Braunfels Philippstein ,Hessen, 35619;AT;2;AT
30006217;Nio-Jackson;Mikloweit;;muž;26.6.1937;Bechhofen ,Bayern, 91572;AT;2;AT
30004431;Cosimo;Philippsen;;muž;30.6.1937;MĂ¤rkisch Linden ,Brandenburg, 16818;SK;0;SK
30009960;Senta;Teufel;;žena;5.7.1937;Sankt MĂ¤rgen ,Baden-WĂĽrttemberg, 79274;AT;2;AT
30004265;Azat;Zumbusch;;muž;29.7.1937;Sibbesse ,Niedersachsen, 31079;AT;2;AT
30009405;ChĂ©kou;TĂ¶nnissen;;muž;5.8.1937;ThalmĂ¤ssing ,Bayern, 91177;AT;2;AT
30009949;Valeria;Hammermeister;;žena;10.8.1937;Langenaltheim ,Bayern, 91799;DE;1;DE
30003543;Camie;GĂ¶hzold;;žena;2.9.1937;Ascha ,Bayern, 94347;SK;0;SK
30006181;Musimire;Heidkemper;;muž;18.9.1937;Auerbach ,Bayern, 94530;SK;0;SK
30007526;Dener;GleĂźner;;muž;30.10.1937;WĂ¶bbelin ,Mecklenburg-Vorpommern, 19288;DE;1;DE
30007599;Miquel;Campe;;muž;2.11.1937;NĂĽrnberg ,Bayern, 90455;AT;2;AT
30002651;Meimei;Scharwacht;;žena;18.12.1937;Bayreuth ,Bayern, 95448;AT;2;AT
30001195;Sosio;SchĂ¶njahn;;muž;20.12.1937;Am GroĂźen Bruch Gunsleben ,Sachsen-Anhalt, 39393;AT;2;AT
30004656;Anudari;HĂ¶ffkes;;žena;3.2.1938;Miltern ,Sachsen-Anhalt, 39590;DE;1;DE
30001615;Vilmos;Landrichter;;muž;3.2.1938;Coswig ,Sachsen, 1640;SK;0;SK
30005720;Eleonor;Bendtschneider;;žena;4.3.1938;UnterschleiĂźheim ,Bayern, 85716;SK;0;SK
30000858;Roger;Baltus;;muž;28.4.1938;Bergen auf RĂĽgen ,Mecklenburg-Vorpommern, 18528;AT;2;AT
30004627;Janja;Beckemeyer;;žena;5.5.1938;GĂĽster ,Schleswig-Holstein, 21514;AT;2;AT
30006802;Clementine;Baltrus;;žena;8.5.1938;Auetal Borstel ,Niedersachsen, 31749;AT;2;AT
30008507;Gustaf;Koehlerschmidt;;muž;5.6.1938;Laichingen Machtolsheim ,Baden-WĂĽrttemberg, 89150;AT;2;AT
30003261;Vuyo;Hensling;;muž;8.6.1938;GĂĽnthersdorf ,Sachsen-Anhalt, 6254;AT;2;AT
30008096;Ellena;Schaerffer;;žena;16.6.1938;Hilbersdorf ,ThĂĽringen, 7580;DE;1;DE
30004811;Mihra;Kohlschmied;;žena;28.6.1938;Pintesfeld ,Rheinland-Pfalz, 54649;DE;1;DE
30001093;Richard;GĂĽmpel;;žena;4.8.1938;Obersinn ,Bayern, 97791;SK;0;SK
30004376;Eugene;Hertling;;muž;7.8.1938;Appen ,Schleswig-Holstein, 25482;AT;2;AT
30008513;Noam;JĂĽnger;;muž;22.9.1938;Auhagen ,Niedersachsen, 31553;DE;1;DE
30003514;Petrovna;Wernink;;žena;9.10.1938;Segnitz ,Bayern, 97340;SK;0;SK
30004906;Rosalie;Kurtscheid;;žena;23.3.1939;Gerabronn ,Baden-WĂĽrttemberg, 74582;AT;2;AT
30005906;Elvis;Frerks;;muž;9.4.1939;Alsdorf ,Rheinland-Pfalz, 54668;AT;2;AT
30009321;Lupin;Widenmann;;muž;18.4.1939;Oering ,Schleswig-Holstein, 23845;SK;0;SK
30008842;Belgin;Dilschneider;;žena;1.5.1939;Mudersbach ,Rheinland-Pfalz, 57555;SK;0;SK
30006954;Allison;BĂ¶ckamp;;žena;18.6.1939;KlĂ¶tze ,Sachsen-Anhalt, 38486;AT;2;AT
30008161;Finnley;Frobarth;;muž;3.7.1939;GrieĂźen ,Brandenburg, 3172;AT;2;AT
30006809;KĂ¤the;Rheinfrank;;žena;4.7.1939;Questenberg ,Sachsen-Anhalt, 6536;AT;2;AT
30003786;Susan;Poppe;;žena;5.7.1939;Friedrichshafen ,Baden-WĂĽrttemberg, 88045;SK;0;SK
30006757;Kristiyan;Garcia;;muž;1.9.1939;Stuttgart Hohenheim ,Baden-WĂĽrttemberg, 70599;AT;2;AT
30005641;Annmarely;Petr;;žena;30.9.1939;Fuhlendorf ,Schleswig-Holstein, 24649;SK;0;SK
30007362;Sá»ą;MĂ¤gerl;;muž;12.10.1939;Schweickershausen ,ThĂĽringen, 98663;DE;1;DE
30000810;Nayla;Anthonisen;;žena;29.10.1939;Wetterzeube ,Sachsen-Anhalt, 6722;SK;0;SK
30001438;Franciscus;GrĂ¶nemeier;;muž;22.1.1940;Seehausen ,Sachsen-Anhalt, 39615;SK;0;SK
30003030;Maximilyan;SchĂ¶nhals;;muž;31.1.1940;Pulheim ,Nordrhein-Westfalen, 50259;SK;0;SK
30006868;Karina-Daiana;Lenkajtis;;žena;7.2.1940;Daisendorf ,Baden-WĂĽrttemberg, 88718;DE;1;DE
30003039;Redzhebova;Kunrath;;žena;21.3.1940;Queienfeld ,ThĂĽringen, 98631;SK;0;SK
30006502;Melinda-Sophie;VĂ¶lke;;žena;22.3.1940;GrĂ¶na ,Sachsen-Anhalt, 6408;DE;1;DE
30002233;Emil-Slavko;Clesius;;muž;23.3.1940;Hamburg Alsterdorf ,Hamburg, 22297;AT;2;AT
30005997;Akuchi;MĂ¶rtlbauer;;žena;30.3.1940;WobbenbĂĽll ,Schleswig-Holstein, 25856;DE;1;DE
30002779;Marti;Wawrzynczak;;muž;20.4.1940;Demker ,Sachsen-Anhalt, 39579;DE;1;DE
30005009;Gotje;Conradt;;žena;19.5.1940;Briesen (Mark) Biegen ,Brandenburg, 15518;DE;1;DE
30007196;Khando;Benedig;;žena;17.7.1940;Ulm ,Baden-WĂĽrttemberg, 89077;DE;1;DE
30004598;Matei;Bartels;;muž;20.7.1940;Kaub ,Rheinland-Pfalz, 56349;AT;2;AT
30008294;Mieko;Beeth;;muž;22.7.1940;Beilstein ,Baden-WĂĽrttemberg, 71543;AT;2;AT
30009040;Hardin;Zagelmeyer;;muž;9.10.1940;Lauchringen ,Baden-WĂĽrttemberg, 79787;SK;0;SK
30004775;KĂĽrĹźad;Temir;;muž;12.11.1940;Wriezener HĂ¶he ,Brandenburg, 16269;SK;0;SK
30005702;Shipelu;Aygen;;muž;14.1.1941;Lapitz ,Mecklenburg-Vorpommern, 17217;SK;0;SK
30008879;Mahmmoud;Driesch;;muž;17.1.1941;Allersberg ,Bayern, 90584;DE;1;DE
30006996;GĂĽlperi-Ela;Schmidbaur;;žena;17.1.1941;Simbach ,Bayern, 94436;SK;0;SK
30000806;Vicca;Ă–ztĂĽrk;;žena;26.1.1941;PrĂ¶tzel PrĂ¶tzel ,Brandenburg, 15345;DE;1;DE
30010001;Iroha;Poliakow;;žena;13.3.1941;Witten ,Nordrhein-Westfalen, 58456;SK;0;SK
30003515;Adyan;Hogreve;;muž;20.3.1941;Bockhorn Grabstede ,Niedersachsen, 26345;DE;1;DE
30004727;Anna-Carolina;Christmeier;;žena;21.3.1941;Dorfen ,Bayern, 84405;AT;2;AT
30004739;Anaya;FirnkĂ¤s;;žena;26.3.1941;Thierstein ,Bayern, 95199;DE;1;DE
30007606;Bojidar;Csermak;;muž;7.4.1941;Winterburg ,Rheinland-Pfalz, 55595;DE;1;DE
30002176;Bassam;GarnkĂ¤ufer;;muž;9.6.1941;Darmstadt ,Hessen, 64289;AT;2;AT
30001651;Watan;Janicek;;muž;22.6.1941;Gerstungen ,ThĂĽringen, 99834;AT;2;AT
30001387;Afsane;Naujock;;žena;3.7.1941;KĂĽhbach ,Bayern, 86556;AT;2;AT
30002236;Anaika;Brendlmaier;;žena;18.7.1941;Roth ,Rheinland-Pfalz, 54597;SK;0;SK
30001384;Vencislav;Bohnenstiehl;;muž;25.8.1941;Ingolstadt ,Bayern, 85053;SK;0;SK
30009516;Leon-Ezio;Goebell;;muž;26.9.1941;JĂĽrgenshagen ,Mecklenburg-Vorpommern, 18246;AT;2;AT
30002172;Nhyria;Siebenlist;;žena;17.10.1941;Wolfsberg ,ThĂĽringen, 98704;DE;1;DE
30007856;GuillĂ©n;Baumanns;;muž;21.11.1941;Zehnhausen bei Wallmerod ,Rheinland-Pfalz, 56414;SK;0;SK
30004970;Syla;von Mejer;;žena;19.12.1941;Hamburg Barmbek-SĂĽd ,Hamburg, 22083;SK;0;SK
30000631;Nives;Rosenheim;;žena;9.1.1942;Darmstadt ,Hessen, 64287;SK;0;SK
30004698;Esed;Tolkmit;;muž;16.1.1942;Alt KrĂĽssow ,Brandenburg, 16921;SK;0;SK
30003157;Undine;Wimmert;;žena;13.2.1942;Ornbau ,Bayern, 91737;AT;2;AT
30003180;Heluandes;Scherberg;;muž;14.2.1942;Mamming ,Bayern, 94437;SK;0;SK
30009857;Jayden-Luis;Rohr;;muž;23.3.1942;Osterburken ,Baden-WĂĽrttemberg, 74706;DE;1;DE
30001922;Ĺžuranur;Breitenau;;žena;30.5.1942;Ostrach ,Baden-WĂĽrttemberg, 88356;SK;0;SK
30009638;Nisar;Grone;;muž;3.6.1942;Tacherting ,Bayern, 83342;AT;2;AT
30009942;Gitanvika;Preissinger;;žena;11.6.1942;Quirla ,ThĂĽringen, 7646;AT;2;AT
30002952;Neri;Pfennigwert;;žena;28.6.1942;Hallenberg ,Nordrhein-Westfalen, 59969;AT;2;AT
30001004;UÄźur;Gehrwald;;muž;26.7.1942;MĂĽhlanger ,Sachsen-Anhalt, 6888;AT;2;AT
30003373;Munya;Wirnharter;;žena;28.7.1942;NuĂźdorf ,Bayern, 83365;DE;1;DE
30003322;Batuhan;Tessarsch;;muž;30.10.1942;Reinsberg ,Sachsen, 9629;AT;2;AT
30005120;Winston;Kohns;;muž;29.11.1942;MĂ¤rkisch Luch Buschow ,Brandenburg, 14715;AT;2;AT
30005731;Sati;Menck;;žena;21.12.1942;Falkenberg Dannenberg/Mark ,Brandenburg, 16259;SK;0;SK
30004991;JamilĂ©;Niebur;;žena;24.1.1943;Berlin ,Berlin, 14050;DE;1;DE
30002338;Deimonas;HagenbĂĽcher;;muž;29.1.1943;Kelheim ,Bayern, 93309;SK;0;SK
30007617;Faustyna;Voermans;;žena;16.3.1943;Heiden ,Nordrhein-Westfalen, 46359;SK;0;SK
30007168;Arinze;Rohlfink;;muž;4.5.1943;Bissendorf ,Niedersachsen, 49143;AT;2;AT
30006060;Leonarda;van der Meulen;;žena;10.5.1943;Friedland Niewisch ,Brandenburg, 15848;AT;2;AT
30008474;Aiza;Schray;;žena;17.6.1943;GlĂ¶tt ,Bayern, 89353;SK;0;SK
30005060;Turul-Knut;Bertle;;muž;24.7.1943;Stade ,Niedersachsen, 21683;SK;0;SK
30005692;Alfons;Micheels;;muž;24.8.1943;EllhĂ¶ft ,Schleswig-Holstein, 25923;SK;0;SK
30008163;Naa;Altinay;;žena;25.8.1943;Ludorf ,Mecklenburg-Vorpommern, 17207;SK;0;SK
30005294;Ernestine;Goroll;;žena;26.8.1943;SchloĂźbĂ¶ckelheim ,Rheinland-Pfalz, 55596;DE;1;DE
